t,Step,AgentID,geometry,x,y
2025-09-04 11:33:50.094895,127,0,POINT (-4.594863589856536 48.283047074340175),-4.594863589856536,48.283047074340175
2025-09-04 11:33:51.094895,128,0,POINT (-4.594858044183252 48.28304840676762),-4.594858044183252,48.28304840676762
2025-09-04 11:33:52.094895,129,0,POINT (-4.594853056886719 48.28304988184415),-4.594853056886719,48.28304988184415
2025-09-04 11:33:53.094895,130,0,POINT (-4.594848626079125 48.28305147717605),-4.594848626079125,48.28305147717605
2025-09-04 11:33:54.094895,131,0,POINT (-4.5948447208396646 48.28305322113846),-4.5948447208396646,48.28305322113846
2025-09-04 11:33:55.094895,132,0,POINT (-4.594841347180634 48.28305508932369),-4.594841347180634,48.28305508932369
2025-09-04 11:33:56.094895,133,0,POINT (-4.594838485996566 48.28305708816507),-4.594838485996566,48.28305708816507
2025-09-04 11:33:57.094895,134,0,POINT (-4.594836119713492 48.2830592424858),-4.594836119713492,48.2830592424858
2025-09-04 11:33:58.094895,135,0,POINT (-4.594834249723851 48.283061535306366),-4.594834249723851,48.283061535306366
2025-09-04 11:33:59.094895,136,0,POINT (-4.594832875770131 48.28306393722734),-4.594832875770131,48.28306393722734
2025-09-04 11:34:00.094895,137,0,POINT (-4.594831993085973 48.28306643551565),-4.594831993085973,48.28306643551565
2025-09-04 11:34:01.094895,138,0,POINT (-4.594831583671179 48.28306906263697),-4.594831583671179,48.28306906263697
2025-09-04 11:34:02.094895,139,0,POINT (-4.594831631360277 48.283071837895584),-4.594831631360277,48.283071837895584
2025-09-04 11:34:03.094895,140,0,POINT (-4.5948321475018306 48.28307472391078),-4.5948321475018306,48.28307472391078
2025-09-04 11:34:04.094895,141,0,POINT (-4.594833121403515 48.28307771401886),-4.594833121403515,48.28307771401886
2025-09-04 11:34:05.094895,142,0,POINT (-4.594834531859754 48.28308083624522),-4.594834531859754,48.28308083624522
2025-09-04 11:34:06.094895,143,0,POINT (-4.594836382466237 48.28308406232656),-4.594836382466237,48.28308406232656
2025-09-04 11:34:07.094895,144,0,POINT (-4.594838678370314 48.28308738582193),-4.594838678370314,48.28308738582193
2025-09-04 11:34:08.094895,145,0,POINT (-4.5948413993327835 48.28309079749862),-4.5948413993327835,48.28309079749862
2025-09-04 11:34:09.094895,146,0,POINT (-4.594844551216567 48.28309429695948),-4.594844551216567,48.28309429695948
2025-09-04 11:34:10.094895,147,0,POINT (-4.5948481379042985 48.2830978719314),-4.5948481379042985,48.2830978719314
2025-09-04 11:34:11.094895,148,0,POINT (-4.594852148203314 48.28310152032494),-4.594852148203314,48.28310152032494
2025-09-04 11:34:12.094895,149,0,POINT (-4.59485656551657 48.28310526889649),-4.59485656551657,48.28310526889649
2025-09-04 11:34:13.094895,150,0,POINT (-4.59486137884949 48.28310909729775),-4.59486137884949,48.28310909729775
2025-09-04 11:34:14.094895,151,0,POINT (-4.594866590373316 48.28311299277159),-4.594866590373316,48.28311299277159
2025-09-04 11:34:15.094895,152,0,POINT (-4.594872211073583 48.28311694068569),-4.594872211073583,48.28311694068569
2025-09-04 11:34:16.094895,153,0,POINT (-4.594878244504316 48.28312091334589),-4.594878244504316,48.28312091334589
2025-09-04 11:34:17.094895,154,0,POINT (-4.594884171973921 48.283124841531986),-4.594884171973921,48.283124841531986
2025-09-04 11:34:18.094895,155,0,POINT (-4.594889987000854 48.28312873560149),-4.594889987000854,48.28312873560149
2025-09-04 11:34:19.094895,156,0,POINT (-4.5948957127975625 48.28313257534226),-4.5948957127975625,48.28313257534226
2025-09-04 11:34:20.094895,157,0,POINT (-4.594901357721408 48.28313634257578),-4.594901357721408,48.28313634257578
2025-09-04 11:34:21.094895,158,0,POINT (-4.594906887682992 48.283140088323094),-4.594906887682992,48.283140088323094
2025-09-04 11:34:22.094895,159,0,POINT (-4.59491232925862 48.283143771037366),-4.59491232925862,48.283143771037366
2025-09-04 11:34:23.094895,160,0,POINT (-4.594917654531764 48.28314745991196),-4.594917654531764,48.28314745991196
2025-09-04 11:34:24.094895,161,0,POINT (-4.594922872053956 48.28315114968269),-4.594922872053956,48.28315114968269
2025-09-04 11:34:25.094895,162,0,POINT (-4.594927991538991 48.28315482142078),-4.594927991538991,48.28315482142078
2025-09-04 11:34:26.094895,163,0,POINT (-4.594933021926579 48.28315847000252),-4.594933021926579,48.28315847000252
2025-09-04 11:34:27.094895,164,0,POINT (-4.594938474532558 48.28316217102573),-4.594938474532558,48.28316217102573
2025-09-04 11:34:28.094895,165,0,POINT (-4.594944326099638 48.28316594101275),-4.594944326099638,48.28316594101275
2025-09-04 11:34:29.094895,166,0,POINT (-4.594950589825974 48.283169738113656),-4.594950589825974,48.283169738113656
2025-09-04 11:34:30.094895,167,0,POINT (-4.594957244266941 48.28317357309352),-4.594957244266941,48.28317357309352
2025-09-04 11:34:31.094895,168,0,POINT (-4.594964298746844 48.28317745610236),-4.594964298746844,48.28317745610236
2025-09-04 11:34:32.094895,169,0,POINT (-4.594971758181312 48.28318133720894),-4.594971758181312,48.28318133720894
2025-09-04 11:34:33.094895,170,0,POINT (-4.594979598649012 48.283185244955234),-4.594979598649012,48.283185244955234
2025-09-04 11:34:34.094895,171,0,POINT (-4.59498784691497 48.283189138852784),-4.59498784691497,48.283189138852784
2025-09-04 11:34:35.094895,172,0,POINT (-4.59499647469734 48.28319301213358),-4.59499647469734,48.28319301213358
2025-09-04 11:34:36.094895,173,0,POINT (-4.595005482479812 48.28319688161633),-4.595005482479812,48.28319688161633
2025-09-04 11:34:37.094895,174,0,POINT (-4.595014859537331 48.28320074531332),-4.595014859537331,48.28320074531332
2025-09-04 11:34:38.094895,175,0,POINT (-4.595024608741305 48.28320459288205),-4.595024608741305,48.28320459288205
2025-09-04 11:34:39.094895,176,0,POINT (-4.595034736415781 48.28320839374067),-4.595034736415781,48.28320839374067
2025-09-04 11:34:40.094895,177,0,POINT (-4.595045226412769 48.28321216330519),-4.595045226412769,48.28321216330519
2025-09-04 11:34:41.094895,178,0,POINT (-4.595056085059211 48.28321590184634),-4.595056085059211,48.28321590184634
2025-09-04 11:34:42.094895,179,0,POINT (-4.595067299118939 48.2832195770076),-4.595067299118939,48.2832195770076
2025-09-04 11:34:43.094895,180,0,POINT (-4.595078348079156 48.28322315937971),-4.595078348079156,48.28322315937971
2025-09-04 11:34:44.094895,181,0,POINT (-4.595089232987296 48.28322665672537),-4.595089232987296,48.28322665672537
2025-09-04 11:34:45.094895,182,0,POINT (-4.5950999574833045 48.283230053392636),-4.5950999574833045,48.283230053392636
2025-09-04 11:34:46.094895,183,0,POINT (-4.595110504350005 48.283233389307036),-4.595110504350005,48.283233389307036
2025-09-04 11:34:47.094895,184,0,POINT (-4.59512089865276 48.28323666219098),-4.59512089865276,48.28323666219098
2025-09-04 11:34:48.094895,185,0,POINT (-4.595130620691612 48.28323986830778),-4.595130620691612,48.28323986830778
2025-09-04 11:34:49.094895,186,0,POINT (-4.595139680256857 48.28324300735969),-4.595139680256857,48.28324300735969
2025-09-04 11:34:50.094895,187,0,POINT (-4.595148088414636 48.2832461049514),-4.595148088414636,48.2832461049514
2025-09-04 11:34:51.094895,188,0,POINT (-4.595155853638522 48.28324915684433),-4.595155853638522,48.28324915684433
2025-09-04 11:34:52.094895,189,0,POINT (-4.5951629753585665 48.28325219320842),-4.5951629753585665,48.28325219320842
2025-09-04 11:34:53.094895,190,0,POINT (-4.595169464842288 48.28325521199033),-4.595169464842288,48.28325521199033
2025-09-04 11:34:54.094895,191,0,POINT (-4.595175331692633 48.28325821843607),-4.595175331692633,48.28325821843607
2025-09-04 11:34:55.094895,192,0,POINT (-4.595180593395839 48.28326120906252),-4.595180593395839,48.28326120906252
2025-09-04 11:34:56.094895,193,0,POINT (-4.595185258031724 48.28326419796706),-4.595185258031724,48.28326419796706
2025-09-04 11:34:57.094895,194,0,POINT (-4.595189344634045 48.2832671978439),-4.595189344634045,48.2832671978439
2025-09-04 11:34:58.094895,195,0,POINT (-4.595192856567947 48.283270216749266),-4.595192856567947,48.283270216749266
2025-09-04 11:34:59.094895,196,0,POINT (-4.595195798601484 48.283273256281085),-4.595195798601484,48.283273256281085
2025-09-04 11:35:00.094895,197,0,POINT (-4.595198182416091 48.28327635802597),-4.595198182416091,48.28327635802597
2025-09-04 11:35:01.094895,198,0,POINT (-4.595200005067927 48.28327947405317),-4.595200005067927,48.28327947405317
2025-09-04 11:35:02.094895,199,0,POINT (-4.595201798995567 48.283282546760226),-4.595201798995567,48.283282546760226
2025-09-04 11:35:03.094895,200,0,POINT (-4.595203572939524 48.283285619747694),-4.595203572939524,48.283285619747694
2025-09-04 11:35:04.094895,201,0,POINT (-4.595205327416286 48.28328866950495),-4.595205327416286,48.28328866950495
2025-09-04 11:35:05.094895,202,0,POINT (-4.595207067300367 48.28329172149013),-4.595207067300367,48.28329172149013
2025-09-04 11:35:06.094895,203,0,POINT (-4.595208783697477 48.283294782970714),-4.595208783697477,48.283294782970714
2025-09-04 11:35:07.094895,204,0,POINT (-4.5952104840938786 48.283297845590596),-4.5952104840938786,48.283297845590596
2025-09-04 11:35:08.094895,205,0,POINT (-4.595212156995042 48.28330088818574),-4.595212156995042,48.28330088818574
2025-09-04 11:35:09.094895,206,0,POINT (-4.595213808109072 48.28330392577291),-4.595213808109072,48.28330392577291
2025-09-04 11:35:10.094895,207,0,POINT (-4.595215438626584 48.28330694700606),-4.595215438626584,48.28330694700606
2025-09-04 11:35:11.094895,208,0,POINT (-4.595217049955254 48.28330996388875),-4.595217049955254,48.28330996388875
2025-09-04 11:35:12.094895,209,0,POINT (-4.595218640759286 48.28331298029585),-4.595218640759286,48.28331298029585
2025-09-04 11:35:13.094895,210,0,POINT (-4.5952202208143635 48.283316013350216),-4.5952202208143635,48.283316013350216
2025-09-04 11:35:14.094895,211,0,POINT (-4.595221786407916 48.28331903533411),-4.595221786407916,48.28331903533411
2025-09-04 11:35:15.094895,212,0,POINT (-4.595223334459371 48.28332204688186),-4.595223334459371,48.28332204688186
2025-09-04 11:35:16.094895,213,0,POINT (-4.595224867914094 48.283325045457765),-4.595224867914094,48.283325045457765
2025-09-04 11:35:17.094895,214,0,POINT (-4.595226387898779 48.28332804449052),-4.595226387898779,48.28332804449052
2025-09-04 11:35:18.094895,215,0,POINT (-4.595227373940267 48.28333105259855),-4.595227373940267,48.28333105259855
2025-09-04 11:35:19.094895,216,0,POINT (-4.595227832468195 48.283334067292714),-4.595227832468195,48.283334067292714
2025-09-04 11:35:20.094895,217,0,POINT (-4.5952277852657755 48.28333712267108),-4.5952277852657755,48.28333712267108
2025-09-04 11:35:21.094895,218,0,POINT (-4.595227244175469 48.28334019844341),-4.595227244175469,48.28334019844341
2025-09-04 11:35:22.094895,219,0,POINT (-4.5952262061454014 48.28334327399628),-4.5952262061454014,48.28334327399628
2025-09-04 11:35:23.094895,220,0,POINT (-4.595224671145362 48.28334638246391),-4.595224671145362,48.28334638246391
2025-09-04 11:35:24.094895,221,0,POINT (-4.5952223365235 48.28334952885302),-4.5952223365235,48.28334952885302
2025-09-04 11:35:25.094895,222,0,POINT (-4.5952192003282155 48.28335272933644),-4.5952192003282155,48.28335272933644
2025-09-04 11:35:26.094895,223,0,POINT (-4.595215254617628 48.28335594677836),-4.595215254617628,48.28335594677836
2025-09-04 11:35:27.094895,224,0,POINT (-4.595210495364027 48.28335917694756),-4.595210495364027,48.28335917694756
2025-09-04 11:35:28.094895,225,0,POINT (-4.595204921102612 48.2833624426186),-4.595204921102612,48.2833624426186
2025-09-04 11:35:29.094895,226,0,POINT (-4.595198526049976 48.28336572268169),-4.595198526049976,48.28336572268169
2025-09-04 11:35:30.094895,227,0,POINT (-4.595191302554233 48.28336896376654),-4.595191302554233,48.28336896376654
2025-09-04 11:35:31.094895,228,0,POINT (-4.5951832491639255 48.28337218668679),-4.5951832491639255,48.28337218668679
2025-09-04 11:35:32.094895,229,0,POINT (-4.595174362287461 48.28337538537166),-4.595174362287461,48.28337538537166
2025-09-04 11:35:33.094895,230,0,POINT (-4.595164637985457 48.28337854183126),-4.595164637985457,48.28337854183126
2025-09-04 11:35:34.094895,231,0,POINT (-4.595154073276692 48.28338165960084),-4.595154073276692,48.28338165960084
2025-09-04 11:35:35.094895,232,0,POINT (-4.595142680257816 48.28338470233604),-4.595142680257816,48.28338470233604
2025-09-04 11:35:36.094895,233,0,POINT (-4.5951304678623535 48.2833876378187),-4.5951304678623535,48.2833876378187
2025-09-04 11:35:37.094895,234,0,POINT (-4.5951174528823 48.283390447148825),-4.5951174528823,48.283390447148825
2025-09-04 11:35:38.094895,235,0,POINT (-4.59510365167251 48.28339314567967),-4.59510365167251,48.28339314567967
2025-09-04 11:35:39.094895,236,0,POINT (-4.595089081379374 48.28339568580898),-4.595089081379374,48.28339568580898
2025-09-04 11:35:40.094895,237,0,POINT (-4.5950747335029325 48.28339809691068),-4.5950747335029325,48.28339809691068
2025-09-04 11:35:41.094895,238,0,POINT (-4.595060617587205 48.283400383144205),-4.595060617587205,48.283400383144205
