t,AgentID,speed,is_anomaly,anomaly_type,lon,lat,lon_prev,lat_prev,t_prev,speed_mps,speed_knots
2025-09-02 13:49:12.984431,0,0.0239999999999977,False,,-4.428084183777918,48.328592880775126,-4.4280940403358215,48.32858163634864,2025-09-02 13:49:11.984431,0.7235827190361678,1.4065319269021404
2025-09-02 13:49:13.984431,0,0.0250000000000075,False,,-4.428074262396764,48.32860483041332,-4.428084183777918,48.328592880775126,2025-09-02 13:49:12.984431,0.7588699382910626,1.4751247763274522
2025-09-02 13:49:14.984431,0,0.0259999999999998,False,,-4.4280643109332924,48.32861749568147,-4.428074262396764,48.32860483041332,2025-09-02 13:49:13.984431,0.7944496250394343,1.544286136935154
2025-09-02 13:49:15.984431,0,0.0270000000000094,False,,-4.428054364683361,48.328630885845925,-4.4280643109332924,48.32861749568147,2025-09-02 13:49:14.984431,0.8302957832715039,1.613965476537613
2025-09-02 13:49:16.984431,0,0.0279999999999948,False,,-4.428044459454038,48.32864500900248,-4.428054364683361,48.328630885845925,2025-09-02 13:49:15.984431,0.8663811348530043,1.6841097706972032
2025-09-02 13:49:17.984431,0,0.0289999999999962,False,,-4.428034631519194,48.328659872059,-4.428044459454038,48.32864500900248,2025-09-02 13:49:16.984431,0.902677219049636,1.7546636961863207
2025-09-02 13:49:18.984431,0,0.0300000000000043,False,,-4.428024917574435,48.32867548071932,-4.428034631519194,48.328659872059,2025-09-02 13:49:17.984431,0.939154491025815,1.8255698224535843
2025-09-02 13:49:19.984431,0,0.0309999999999979,False,,-4.428015354691423,48.32869183946844,-4.428024917574435,48.32867548071932,2025-09-02 13:49:18.984431,0.9757824209885544,1.8967688043440756
2025-09-02 13:49:20.984431,0,0.0319999999999916,False,,-4.428005980271619,48.32870895155904,-4.428015354691423,48.32869183946844,2025-09-02 13:49:19.984431,1.012529590892189,1.968199570078236
2025-09-02 13:49:21.984431,0,0.0329999999999939,False,,-4.427996831999514,48.32872681899936,-4.428005980271619,48.32870895155904,2025-09-02 13:49:20.984431,1.049363793060968,2.0397995129588042
2025-09-02 13:49:22.984431,0,0.0340000000000024,False,,-4.427987947795372,48.32874544254238,-4.427996831999514,48.32872681899936,2025-09-02 13:49:21.984431,1.0862521242074,2.111504674127809
2025-09-02 13:49:23.984431,0,0.0350000000000066,False,,-4.427979365767556,48.3287648216764,-4.427987947795372,48.32874544254238,2025-09-02 13:49:22.984431,1.1231610828717762,2.183249931973805
2025-09-02 13:49:24.984431,0,0.0360000000000035,False,,-4.42797112416446,48.32878495461701,-4.427979365767556,48.3287648216764,2025-09-02 13:49:23.984431,1.160056663536227,2.2549691850749136
2025-09-02 13:49:25.984431,0,0.0370000000000007,False,,-4.4279626536279455,48.32880564680598,-4.42797112416446,48.32878495461701,2025-09-02 13:49:24.984431,1.1922804267529876,2.317607153861234
2025-09-02 13:49:26.984431,0,0.0380000000000014,False,,-4.427953954158012,48.3288268982433,-4.4279626536279455,48.32880564680598,2025-09-02 13:49:25.984431,1.224504187255998,2.3802451173724477
2025-09-02 13:49:27.984431,0,0.0389999999999985,False,,-4.427945025754658,48.32884870892897,-4.427953954158012,48.3288268982433,2025-09-02 13:49:26.984431,1.2567279453705678,2.442883076240906
2025-09-02 13:49:28.984431,0,0.0399999999999957,False,,-4.427935868417886,48.328871078863,-4.427945025754658,48.32884870892897,2025-09-02 13:49:27.984431,1.2889517002439865,2.5055210288090715
2025-09-02 13:49:29.984431,0,0.0410000000000062,False,,-4.427926482147695,48.32889400804537,-4.427935868417886,48.328871078863,2025-09-02 13:49:28.984431,1.3211754521929429,2.5681589756925387
2025-09-02 13:49:30.984431,0,0.0419999999999936,False,,-4.4279168669440825,48.32891749647609,-4.427926482147695,48.32889400804537,2025-09-02 13:49:29.984431,1.3533992011615683,2.6307969167827077
2025-09-02 13:49:31.984431,0,0.0430000000000041,False,,-4.4279070228070525,48.32894154415517,-4.4279168669440825,48.32891749647609,2025-09-02 13:49:30.984431,1.3856229474148225,2.6934348525946175
2025-09-02 13:49:32.984431,0,0.0440000000000012,False,,-4.427896949736603,48.32896615108259,-4.4279070228070525,48.32894154415517,2025-09-02 13:49:31.984431,1.4178466901603446,2.7560727815880446
2025-09-02 13:49:33.984431,0,0.0450000000000019,False,,-4.427886647732733,48.32899131725837,-4.427896949736603,48.32896615108259,2025-09-02 13:49:32.984431,1.4500704296889597,2.818710704328306
2025-09-02 13:49:34.984431,0,0.0459999999999991,False,,-4.427876116795445,48.32901704268249,-4.427886647732733,48.32899131725837,2025-09-02 13:49:33.984431,1.4822941659189344,2.881348620656525
2025-09-02 13:49:35.984431,0,0.0469999999999962,False,,-4.4278653569247375,48.32904332735496,-4.427876116795445,48.32901704268249,2025-09-02 13:49:34.984431,1.5145178987857792,2.943986530447344
2025-09-02 13:49:36.984431,0,0.047999999999997,False,,-4.42785436812061,48.32907017127579,-4.4278653569247375,48.32904332735496,2025-09-02 13:49:35.984431,1.546741628606183,3.006624434316357
2025-09-02 13:49:37.984431,0,0.0489999999999988,False,,-4.427841564414641,48.329097011087775,-4.42785436812061,48.32907017127579,2025-09-02 13:49:36.984431,1.5654800275034282,3.0430489585823737
2025-09-02 13:49:38.984431,0,0.0499999999999987,False,,-4.427826916883698,48.329123748729344,-4.427841564414641,48.329097011087775,2025-09-02 13:49:37.984431,1.5820759961901816,3.075308932738307
2025-09-02 13:49:39.984431,0,0.050999999999992,False,,-4.427810403177609,48.32915028345189,-4.427826916883698,48.329123748729344,2025-09-02 13:49:38.984431,1.5965604868632461,3.1034645230261995
2025-09-02 13:49:40.984431,0,0.0519999999999964,False,,-4.427792007751722,48.3291765121712,-4.427810403177609,48.32915028345189,2025-09-02 13:49:39.984431,1.608990575323045,3.1276266758982487
2025-09-02 13:49:41.984431,0,0.0530000000000034,False,,-4.427772483631488,48.32920279656809,-4.427792007751722,48.3291765121712,2025-09-02 13:49:40.984431,1.6298363272391623,3.168147565685882
2025-09-02 13:49:42.984431,0,0.0540000000000058,False,,-4.4277518152073565,48.32922910135579,-4.427772483631488,48.32920279656809,2025-09-02 13:49:41.984431,1.650006564680974,3.2073553607157237
2025-09-02 13:49:43.984431,0,0.0549999999999915,False,,-4.427729988168815,48.32925539055982,-4.4277518152073565,48.32922910135579,2025-09-02 13:49:42.984431,1.6695089453512761,3.245264946367406
2025-09-02 13:49:44.984431,0,0.0560000000000006,False,,-4.427706989533708,48.32928162755496,-4.427729988168815,48.32925539055982,2025-09-02 13:49:43.984431,1.6883539594556487,3.281896713964106
2025-09-02 13:49:45.984431,0,0.0570000000000037,False,,-4.427682807676284,48.329307775103054,-4.427706989533708,48.32928162755496,2025-09-02 13:49:44.984431,1.706555012155495,3.3172767210483864
2025-09-02 13:49:46.984431,0,0.0579999999999991,False,,-4.427657432353936,48.32933379539179,-4.427682807676284,48.329307775103054,2025-09-02 13:49:45.984431,1.724128513600081,3.351436866390436
2025-09-02 13:49:47.984431,0,0.0590000000000043,False,,-4.427630854732596,48.32935965007419,-4.427657432353936,48.32933379539179,2025-09-02 13:49:46.984431,1.74109394966112,3.38441502748507
2025-09-02 13:49:48.984431,0,0.0600000000000036,False,,-4.427603067410765,48.329385300309,-4.427630854732596,48.32935965007419,2025-09-02 13:49:47.984431,1.7574739599090479,3.4162552121254426
2025-09-02 13:49:49.984431,0,0.0609999999999956,False,,-4.427574064442143,48.32941070680175,-4.427603067410765,48.329385300309,2025-09-02 13:49:48.984431,1.773294395727597,3.447007671368715
2025-09-02 13:49:50.984431,0,0.0619999999999956,False,,-4.427544586015019,48.32943652979439,-4.427574064442143,48.32941070680175,2025-09-02 13:49:49.984431,1.8023644650307764,3.503515351163285
2025-09-02 13:49:51.984431,0,0.0629999999999956,False,,-4.427514632129393,48.32946276928691,-4.427544586015019,48.32943652979439,2025-09-02 13:49:50.984431,1.8314345178786464,3.5600229989712995
2025-09-02 13:49:52.984431,0,0.0640000000000055,False,,-4.427484202785265,48.329489425279306,-4.427514632129393,48.32946276928691,2025-09-02 13:49:51.984431,1.8605045540108704,3.616530614286707
2025-09-02 13:49:53.984431,0,0.0650000000000107,False,,-4.427454099853282,48.32951721303369,-4.427484202785265,48.329489425279306,2025-09-02 13:49:52.984431,1.9039284549292173,3.7009399035434294
2025-09-02 13:49:54.984431,0,0.0660000000000052,False,,-4.427424368954834,48.32954613522078,-4.427454099853282,48.32951721303369,2025-09-02 13:49:53.984431,1.947662169392772,3.785951422001123
2025-09-02 13:49:55.984431,0,0.0669999999999962,False,,-4.427395056082466,48.329576193140525,-4.427424368954834,48.32954613522078,2025-09-02 13:49:54.984431,1.9916629180935765,3.87148201335869
2025-09-02 13:49:56.984431,0,0.0679999999999953,False,,-4.4273662075508025,48.32960738670667,-4.427395056082466,48.329576193140525,2025-09-02 13:49:55.984431,2.035886936120617,3.9574466054564446
2025-09-02 13:49:57.984431,0,0.0690000000000099,False,,-4.427337869946832,48.32963971443282,-4.4273662075508025,48.32960738670667,2025-09-02 13:49:56.984431,2.0802895994245993,4.043758456103911
2025-09-02 13:49:58.984431,0,0.0700000000000062,False,,-4.4273100900795965,48.32967317341978,-4.427337869946832,48.32963971443282,2025-09-02 13:49:57.984431,2.124825536685285,4.130329370532471
2025-09-02 13:49:59.984431,0,0.0710000000000027,False,,-4.42728291492935,48.329707759344345,-4.4273100900795965,48.32967317341978,2025-09-02 13:49:58.984431,2.1694487477610322,4.217069931642796
2025-09-02 13:50:00.984431,0,0.072000000000004,False,,-4.427256391596201,48.32974346644955,-4.42728291492935,48.329707759344345,2025-09-02 13:49:59.984431,2.214112712145717,4.303889710828179
2025-09-02 13:50:01.984431,0,0.0729999999999986,False,,-4.427230567248322,48.32978028753627,-4.427256391596201,48.32974346644955,2025-09-02 13:50:00.984431,2.258770496198611,4.390697476412692
2025-09-02 13:50:02.984431,0,0.0739999999999996,False,,-4.427205489069753,48.329818213956365,-4.427230567248322,48.32978028753627,2025-09-02 13:50:01.984431,2.3033748593232404,4.4774014000463245
2025-09-02 13:50:03.984431,0,0.0750000000000032,False,,-4.427181204207857,48.329857235607165,-4.427205489069753,48.329818213956365,2025-09-02 13:50:02.984431,2.3478783531701373,4.563909249539652
2025-09-02 13:50:04.984431,0,0.0759999999999934,False,,-4.4271577597204725,48.3298973409276,-4.427181204207857,48.329857235607165,2025-09-02 13:50:03.984431,2.39223342628423,4.650128592282042
2025-09-02 13:50:05.984431,0,0.0770000000000031,False,,-4.427135202522821,48.32993851689561,-4.4271577597204725,48.3298973409276,2025-09-02 13:50:04.984431,2.4363925153827997,4.735966972671763
2025-09-02 13:50:06.984431,0,0.0779999999999974,False,,-4.427113579334208,48.329980749027264,-4.427135202522821,48.32993851689561,2025-09-02 13:50:05.984431,2.4803081477038145,4.821332111065173
2025-09-02 13:50:07.984431,0,0.0789999999999934,False,,-4.427092936624583,48.330024021377206,-4.427113579334208,48.329980749027264,2025-09-02 13:50:06.984431,2.523933031218798,4.906132079136473
2025-09-02 13:50:08.984431,0,0.0799999999999945,False,,-4.427073320561003,48.33006831654068,-4.427092936624583,48.330024021377206,2025-09-02 13:50:07.984431,2.567220147827555,4.990275481033706
2025-09-02 13:50:09.984431,0,0.0809999999999921,False,,-4.427054776954038,48.33011361565707,-4.427073320561003,48.33006831654068,2025-09-02 13:50:08.984431,2.610122847527586,5.073671636429412
2025-09-02 13:50:10.984431,0,0.0820000000000026,False,,-4.427036004413655,48.33015947402181,-4.427054776954038,48.33011361565707,2025-09-02 13:50:09.984431,2.64234642342932,5.136309241104542
2025-09-02 13:50:11.984431,0,0.0829999999999998,False,,-4.427017002939851,48.3302058916349,-4.427036004413655,48.33015947402181,2025-09-02 13:50:10.984431,2.6745699933445635,5.19894683414287
2025-09-02 13:50:12.984431,0,0.0840000000000103,False,,-4.426997772532629,48.33025286849635,-4.427017002939851,48.3302058916349,2025-09-02 13:50:11.984431,2.7067935575641435,5.261584416109715
2025-09-02 13:50:13.984431,0,0.0849999999999977,False,,-4.426978313191988,48.33030040460615,-4.426997772532629,48.33025286849635,2025-09-02 13:50:12.984431,2.7390171152612117,5.324221985397814
2025-09-02 13:50:14.984431,0,0.0859999999999948,False,,-4.426958624917927,48.330348499964295,-4.426978313191988,48.33030040460615,2025-09-02 13:50:13.984431,2.771240666752461,5.38685954262277
2025-09-02 13:50:15.984431,0,0.0870000000000053,False,,-4.426938707710447,48.33039715457079,-4.426958624917927,48.330348499964295,2025-09-02 13:50:14.984431,2.803464211956159,5.449497087625708
2025-09-02 13:50:16.984431,0,0.0880000000000022,False,,-4.426920006905744,48.33044682387195,-4.426938707710447,48.33039715457079,2025-09-02 13:50:15.984431,2.8466863104897393,5.533514104527616
2025-09-02 13:50:17.984431,0,0.0889999999999952,False,,-4.426902568314612,48.33049748379115,-4.426920006905744,48.33044682387195,2025-09-02 13:50:16.984431,2.889379650196412,5.616503296756394
2025-09-02 13:50:18.984431,0,0.0899999999999986,False,,-4.426884933784252,48.33054871292291,-4.426902568314612,48.33049748379115,2025-09-02 13:50:17.984431,2.921844444362603,5.679609792107579
2025-09-02 13:50:19.984431,0,0.0910000000000021,False,,-4.426867103314667,48.33060051126726,-4.426884933784252,48.33054871292291,2025-09-02 13:50:18.984431,2.954309234422192,5.742716279476172
2025-09-02 13:50:20.984431,0,0.0920000000000055,False,,-4.426849076905855,48.330652878824175,-4.426867103314667,48.33060051126726,2025-09-02 13:50:19.984431,2.986774019180461,5.805822756539824
2025-09-02 13:50:21.984431,0,0.0929999999999953,False,,-4.426830854557817,48.33070581559367,-4.426849076905855,48.330652878824175,2025-09-02 13:50:20.984431,3.0192387989537464,5.868929223913446
2025-09-02 13:50:22.984431,0,0.0939999999999988,False,,-4.426812436270553,48.33075932157573,-4.426830854557817,48.33070581559367,2025-09-02 13:50:21.984431,3.051703573702591,5.932035681520339
2025-09-02 13:50:23.984431,0,0.094999999999991,False,,-4.426795408943545,48.33081381463629,-4.426812436270553,48.33075932157573,2025-09-02 13:50:22.984431,3.0943582132075402,6.014949646594198
2025-09-02 13:50:24.984431,0,0.0960000000000003,False,,-4.4267782023815165,48.330868881308,-4.426795408943545,48.33081381463629,2025-09-02 13:50:23.984431,3.126930265773034,6.078264635541317
2025-09-02 13:50:25.984431,0,0.0970000000000096,False,,-4.426760816584467,48.33092452159087,-4.4267782023815165,48.330868881308,2025-09-02 13:50:24.984431,3.159502313973154,6.141579616002831
2025-09-02 13:50:26.984431,0,0.0979999999999948,False,,-4.42674490060269,48.33098112802039,-4.426760816584467,48.33092452159087,2025-09-02 13:50:25.984431,3.2016866528495393,6.22357939002166
2025-09-02 13:50:27.984431,0,0.0990000000000001,False,,-4.426728822212936,48.33103831206654,-4.42674490060269,48.33098112802039,2025-09-02 13:50:26.984431,3.2343568032065946,6.28708506577232
2025-09-02 13:50:28.984431,0,0.1000000000000055,False,,-4.426712581415204,48.33109607372931,-4.426728822212936,48.33103831206654,2025-09-02 13:50:27.984431,3.2670269494584763,6.350590733543162
2025-09-02 13:50:29.984431,0,0.1009999999999971,False,,-4.426696178209495,48.33115441300871,-4.426712581415204,48.33109607372931,2025-09-02 13:50:28.984431,3.2996970919680866,6.414096394039613
2025-09-02 13:50:30.984431,0,0.1020000000000024,False,,-4.426679612595809,48.33121332990474,-4.426696178209495,48.33115441300871,2025-09-02 13:50:29.984431,3.332367231074194,6.477602047920185
2025-09-02 13:50:31.984431,0,0.1030000000000078,False,,-4.426662884574145,48.3312728244174,-4.426679612595809,48.33121332990474,2025-09-02 13:50:30.984431,3.3650373659747497,6.541107693625821
2025-09-02 13:50:32.984431,0,0.1039999999999994,False,,-4.426645994144504,48.33133289654669,-4.426662884574145,48.3312728244174,2025-09-02 13:50:31.984431,3.3977074973968393,6.604613332569861
2025-09-02 13:50:33.984431,0,0.1050000000000048,False,,-4.426628941306886,48.3313935462926,-4.426645994144504,48.33133289654669,2025-09-02 13:50:32.984431,3.4303776245384117,6.668118963193244
2025-09-02 13:50:34.984431,0,0.106000000000004,False,,-4.426613521526404,48.33145515627215,-4.426628941306886,48.3313935462926,2025-09-02 13:50:33.984431,3.4724524271145425,6.74990581573204
2025-09-02 13:50:35.984431,0,0.1070000000000021,False,,-4.426597956276296,48.33151734747793,-4.426613521526404,48.33145515627215,2025-09-02 13:50:34.984431,3.5052112977649497,6.81358394989261
2025-09-02 13:50:36.984431,0,0.1080000000000001,False,,-4.426582245556559,48.33158011990992,-4.426597956276296,48.33151734747793,2025-09-02 13:50:35.984431,3.537970164807395,6.877262077039865
2025-09-02 13:50:37.984431,0,0.1089999999999981,False,,-4.426566389367196,48.33164347356814,-4.426582245556559,48.33158011990992,2025-09-02 13:50:36.984431,3.5707290289695197,6.940940198588226
2025-09-02 13:50:38.984431,0,0.1100000000000023,False,,-4.426552261893457,48.33170776169021,-4.426566389367196,48.33164347356814,2025-09-02 13:50:37.984431,3.612199281668795,7.021551900476196
2025-09-02 13:50:39.984431,0,0.1110000000000069,False,,-4.42653800598814,48.33177263424973,-4.426552261893457,48.33170776169021,2025-09-02 13:50:38.984431,3.64503736005663,7.08538400212192
2025-09-02 13:50:40.984431,0,0.1119999999999975,False,,-4.426523621651242,48.33183809124674,-4.42653800598814,48.33177263424973,2025-09-02 13:50:39.984431,3.677875436611873,7.14921610020537
2025-09-02 13:50:41.984431,0,0.113000000000002,False,,-4.426509108882765,48.33190413268122,-4.426523621651242,48.33183809124674,2025-09-02 13:50:40.984431,3.7107135101287527,7.213048192382715
2025-09-02 13:50:42.984431,0,0.1139999999999981,False,,-4.4264944676827085,48.33197075855317,-4.426509108882765,48.33190413268122,2025-09-02 13:50:41.984431,3.74355158098406,7.276880279386379
2025-09-02 13:50:43.984431,0,0.1150000000000027,False,,-4.4264796980510726,48.33203796886259,-4.4264944676827085,48.33197075855317,2025-09-02 13:50:42.984431,3.776389649144709,7.340712361152048
2025-09-02 13:50:44.984431,0,0.1159999999999933,True,location,-4.4264647999878575,48.33210576360949,-4.4264796980510726,48.33203796886259,2025-09-02 13:50:43.984431,3.8092277145918527,7.404544437643085
2025-09-02 13:50:45.984431,0,0.116999999999995,True,location,-4.4264517772430585,48.33217447164655,-4.4264647999878575,48.33210576360949,2025-09-02 13:50:44.984431,3.8501994403256674,7.484187080880406
2025-09-02 13:50:46.984431,0,0.1179999999999984,True,location,-4.426438643192748,48.3322437669318,-4.4264517772430585,48.33217447164655,2025-09-02 13:50:45.984431,3.883107046155842,7.548154333027756
2025-09-02 13:50:47.984431,0,0.1189999999999971,True,location,-4.426425397836926,48.33231364946523,-4.426438643192748,48.3322437669318,2025-09-02 13:50:46.984431,3.91601464910527,7.612121579575384
2025-09-02 13:50:48.984431,0,0.1200000000000005,True,location,-4.426412041175594,48.33238411924683,-4.426425397836926,48.33231364946523,2025-09-02 13:50:47.984431,3.948922250327909,7.676088822766404
2025-09-02 13:50:49.984431,0,0.1209999999999992,True,location,-4.42639857320875,48.33245517627662,-4.426412041175594,48.33238411924683,2025-09-02 13:50:48.984431,3.981829849422255,7.740056061820354
2025-09-02 13:50:50.984431,0,0.1220000000000026,True,location,-4.426384993936394,48.33252682055459,-4.42639857320875,48.33245517627662,2025-09-02 13:50:49.984431,4.014737446758379,7.804023297456594
2025-09-02 13:50:51.984431,0,0.1230000000000013,True,location,-4.426371303358528,48.33259905208073,-4.426384993936394,48.33252682055459,2025-09-02 13:50:50.984431,4.047645040746631,7.867990526585094
2025-09-02 13:50:52.984431,0,0.1240000000000023,True,location,-4.426359634566746,48.33267216947635,-4.426371303358528,48.33259905208073,2025-09-02 13:50:51.984431,4.087957092284258,7.9463508660942
2025-09-02 13:50:53.984431,0,0.1250000000000022,True,location,-4.426347871671805,48.33274587652839,-4.426359634566746,48.33267216947635,2025-09-02 13:50:52.984431,4.120924422140759,8.010434212431782
2025-09-02 13:50:54.984431,0,0.126000000000002,True,location,-4.426336014673703,48.33282017323684,-4.426347871671805,48.33274587652839,2025-09-02 13:50:53.984431,4.153891750013089,8.074517554912441
2025-09-02 13:50:55.984431,0,0.1270000000000018,True,location,-4.426324063572443,48.33289505960171,-4.426336014673703,48.33282017323684,2025-09-02 13:50:54.984431,4.1868590770635725,8.138600895795562
2025-09-02 13:50:56.984431,0,0.1280000000000016,True,location,-4.426312018368022,48.33297053562299,-4.426324063572443,48.33289505960171,2025-09-02 13:50:55.984431,4.219826401715048,8.202684232015386
2025-09-02 13:50:57.984431,0,0.1290000000000015,True,location,-4.426299879060442,48.33304660130069,-4.426312018368022,48.33297053562299,2025-09-02 13:50:56.984431,4.252793725519218,8.266767566588177
2025-09-02 13:50:58.984431,0,0.1300000000000013,True,location,-4.426287645649703,48.33312325663481,-4.426299879060442,48.33304660130069,2025-09-02 13:50:57.984431,4.28576104729176,8.330850897211803
2025-09-02 13:50:59.984431,0,0.1309999999999975,True,location,-4.426277580092522,48.33320076416443,-4.426287645649703,48.33312325663481,2025-09-02 13:50:58.984431,4.32525187746367,8.407614910496491
2025-09-02 13:51:00.984431,0,0.1319999999999983,True,location,-4.4262674376990265,48.333278863354586,-4.426277580092522,48.33320076416443,2025-09-02 13:50:59.984431,4.358269018502527,8.471795082002025
2025-09-02 13:51:01.984431,0,0.1329999999999991,True,location,-4.4262572184692175,48.33335755420527,-4.4262674376990265,48.333278863354586,2025-09-02 13:51:00.984431,4.391286158019709,8.535975250549663
2025-09-02 13:51:02.984431,0,0.1339999999999998,True,location,-4.426246922403093,48.33343683671649,-4.4262572184692175,48.33335755420527,2025-09-02 13:51:01.984431,4.42430329641159,8.600155416909889
2025-09-02 13:51:03.984431,0,0.1350000000000006,True,location,-4.426236549500655,48.33351671088823,-4.426246922403093,48.33343683671649,2025-09-02 13:51:02.984431,4.457320433661193,8.66433558104971
2025-09-02 13:51:04.984431,0,0.1360000000000014,True,location,-4.426226099761903,48.33359717672051,-4.426236549500655,48.33351671088823,2025-09-02 13:51:03.984431,4.490337569762842,8.72851574295808
2025-09-02 13:51:05.984431,0,0.1370000000000021,True,location,-4.426215573186836,48.33367823421332,-4.426226099761903,48.33359717672051,2025-09-02 13:51:04.984431,4.523354704708032,8.79269590261848
2025-09-02 13:51:06.984431,0,0.1380000000000029,True,location,-4.426204969775455,48.33375988336666,-4.426215573186836,48.33367823421332,2025-09-02 13:51:05.984431,4.556371838881842,8.856876060779435
2025-09-02 13:51:07.984431,0,0.1389999999999974,True,location,-4.426196696938948,48.3338423463888,-4.426204969775455,48.33375988336666,2025-09-02 13:51:06.984431,4.594919851381559,8.931807383588934
2025-09-02 13:51:08.984431,0,0.1399999999999993,True,location,-4.42618836458563,48.33392540267008,-4.426196696938948,48.3338423463888,2025-09-02 13:51:07.984431,4.62797679507058,8.996064925237174
2025-09-02 13:51:09.984431,0,0.1409999999999986,True,location,-4.426179972715504,48.334009052210526,-4.42618836458563,48.33392540267008,2025-09-02 13:51:08.984431,4.661033738828226,9.060322467018814
2025-09-02 13:51:10.984431,0,0.1420000000000005,True,location,-4.426171521328568,48.33409329501012,-4.426179972715504,48.334009052210526,2025-09-02 13:51:09.984431,4.694090681475624,9.124580006642303
2025-09-02 13:51:11.984431,0,0.1429999999999998,True,location,-4.426163010424823,48.33417813106887,-4.426171521328568,48.33409329501012,2025-09-02 13:51:10.984431,4.727147623395277,9.188837544851168
2025-09-02 13:51:12.984431,0,0.1440000000000016,True,location,-4.426154440004268,48.33426356038676,-4.426163010424823,48.33417813106887,2025-09-02 13:51:11.984431,4.760204564190095,9.253095080873532
2025-09-02 13:51:13.984431,0,0.145000000000001,True,location,-4.426145810066903,48.33434958296381,-4.426154440004268,48.33426356038676,2025-09-02 13:51:12.984431,4.793261505039656,9.317352617002305
2025-09-02 13:51:14.984431,0,0.1460000000000028,True,location,-4.42613712061273,48.33443619880001,-4.426145810066903,48.33434958296381,2025-09-02 13:51:13.984431,4.826318444749793,9.381610150916218
2025-09-02 13:51:15.984431,0,0.1470000000000046,True,location,-4.426128371641747,48.33452340789536,-4.42613712061273,48.33443619880001,2025-09-02 13:51:14.984431,4.859375383324135,9.44586768262232
2025-09-02 13:51:16.984431,0,0.148000000000004,True,location,-4.426119563153955,48.33461121024987,-4.426128371641747,48.33452340789536,2025-09-02 13:51:15.984431,4.892432321931342,9.510125214392305
2025-09-02 13:51:17.984431,0,0.1490000000000058,True,location,-4.426110695149353,48.33469960586353,-4.426119563153955,48.33461121024987,2025-09-02 13:51:16.984431,4.925489259394716,9.574382743938862
2025-09-02 13:51:18.984431,0,0.1500000000000051,True,location,-4.426101767627942,48.33478859473634,-4.426110695149353,48.33469960586353,2025-09-02 13:51:17.984431,4.958546196090216,9.63864027199279
2025-09-02 13:51:19.984431,0,0.1510000000000015,True,location,-4.426095401994236,48.33487835686489,-4.426101767627942,48.33478859473634,2025-09-02 13:51:18.984431,4.996089397338306,9.711618398479683
